사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2020-12,7호선,524,상동,"263,293","272,386",2021-01-03 09:36:40
2020-12,7호선,525,삼산체육관,"100,836","91,567",2021-01-03 09:36:40
2020-12,7호선,526,굴포천,"189,529","201,073",2021-01-03 09:36:40
2020-12,7호선,527,부평구청,"251,119","211,086",2021-01-03 09:36:40
2020-12,8호선,528,암사,"415,946","376,769",2021-01-03 09:36:40
2020-12,8호선,529,천호(풍납토성),"349,876","392,458",2021-01-03 09:36:40
2020-12,8호선,530,강동구청,"226,600","238,292",2021-01-03 09:36:40
2020-12,8호선,531,몽촌토성(평화의문),"120,558","124,523",2021-01-03 09:36:40
2020-12,8호선,532,잠실(송파구청),"306,406","339,004",2021-01-03 09:36:40
2020-12,8호선,533,석촌,"165,726","189,246",2021-01-03 09:36:40
2020-12,8호선,534,송파,"170,704","172,215",2021-01-03 09:36:40
2020-12,8호선,535,가락시장,"177,822","198,205",2021-01-03 09:36:40
2020-12,8호선,536,문정,"450,340","470,061",2021-01-03 09:36:40
2020-12,8호선,537,장지,"379,841","375,424",2021-01-03 09:36:40
2020-12,8호선,538,복정,"224,027","196,976",2021-01-03 09:36:40
2020-12,8호선,539,산성,"153,182","153,941",2021-01-03 09:36:40
2020-12,8호선,540,남한산성입구(성남법원.검찰청),"304,066","280,706",2021-01-03 09:36:40
2020-12,8호선,541,단대오거리,"228,525","221,264",2021-01-03 09:36:40
2020-12,8호선,542,신흥,"104,159","111,874",2021-01-03 09:36:40
2020-12,8호선,543,수진,"116,835","106,563",2021-01-03 09:36:40
2020-12,8호선,544,모란,"98,665","74,110",2021-01-03 09:36:40
2020-12,9호선,602,개화,"52,557","39,974",2021-01-03 09:36:40
2020-12,9호선,603,김포공항,"161,724","225,843",2021-01-03 09:36:40
2020-12,9호선,604,공항시장,"63,561","70,058",2021-01-03 09:36:40
2020-12,9호선,605,신방화,"145,288","143,509",2021-01-03 09:36:40
2020-12,9호선,606,마곡나루(서울식물원),"219,290","219,452",2021-01-03 09:36:40
2020-12,9호선,607,양천향교,"197,950","203,577",2021-01-03 09:36:40
2020-12,9호선,608,가양,"433,180","426,597",2021-01-03 09:36:40
2020-12,9호선,609,증미,"155,504","158,208",2021-01-03 09:36:40
2020-12,9호선,610,등촌,"234,336","233,812",2021-01-03 09:36:40
2020-12,9호선,611,염창,"361,703","359,178",2021-01-03 09:36:40
2020-12,9호선,612,신목동,"78,184","71,764",2021-01-03 09:36:40
2020-12,9호선,613,선유도,"156,526","152,149",2021-01-03 09:36:40
2020-12,9호선,614,당산,"371,955","365,691",2021-01-03 09:36:40
2020-12,9호선,615,국회의사당,"317,847","315,131",2021-01-03 09:36:40
2020-12,9호선,616,여의도,"455,386","435,728",2021-01-03 09:36:40
2020-12,9호선,617,샛강,"111,677","115,171",2021-01-03 09:36:40
2020-12,9호선,618,노량진,"514,505","502,539",2021-01-03 09:36:40
2020-12,9호선,619,노들,"94,222","84,061",2021-01-03 09:36:40
2020-12,9호선,620,흑석(중앙대입구),"166,412","171,746",2021-01-03 09:36:40
2020-12,9호선,621,동작(현충원),"36,016","28,233",2021-01-03 09:36:40
2020-12,9호선,622,구반포,"56,014","58,255",2021-01-03 09:36:40
2020-12,9호선,623,신반포,"62,005","61,522",2021-01-03 09:36:40
2020-12,9호선,624,고속터미널,"238,151","309,015",2021-01-03 09:36:40
2020-12,9호선,625,사평,"62,512","62,584",2021-01-03 09:36:40
2020-12,9호선,626,신논현,"627,660","612,884",2021-01-03 09:36:40
2020-12,공항철도 1호선,640,서울역,"142,717","130,482",2021-01-03 09:36:40
2020-12,공항철도 1호선,641,공덕,"44,818","58,190",2021-01-03 09:36:40
2020-12,공항철도 1호선,642,홍대입구,"162,033","164,011",2021-01-03 09:36:40
2020-12,공항철도 1호선,643,디지털미디어시티,"268,270","241,858",2021-01-03 09:36:40
2020-12,공항철도 1호선,644,마곡나루(서울식물원),"137,662","132,736",2021-01-03 09:36:40
2020-12,공항철도 1호선,645,김포공항,"227,467","145,900",2021-01-03 09:36:40
2020-12,공항철도 1호선,646,계양,"197,411","185,902",2021-01-03 09:36:40
2020-12,공항철도 1호선,647,검암,"152,699","150,196",2021-01-03 09:36:40
2020-12,공항철도 1호선,648,청라국제도시,"133,619","125,081",2021-01-03 09:36:40
2020-12,공항철도 1호선,649,운서,"137,053","139,077",2021-01-03 09:36:40
2020-12,공항철도 1호선,650,공항화물청사,"55,629","60,387",2021-01-03 09:36:40
2020-12,공항철도 1호선,651,인천공항1터미널,"86,716","93,178",2021-01-03 09:36:40
2020-12,공항철도 1호선,652,인천공항2터미널,"49,697","47,869",2021-01-03 09:36:40
2020-12,공항철도 1호선,653,영종,"60,554","61,706",2021-01-03 09:36:40
2020-12,9호선2~3단계,627,언주,"207,814","208,033",2021-01-03 09:36:40
2020-12,9호선2~3단계,628,선정릉,"189,166","203,298",2021-01-03 09:36:40
2020-12,9호선2~3단계,629,삼성중앙,"136,492","139,992",2021-01-03 09:36:40
2020-12,9호선2~3단계,630,봉은사,"314,359","314,023",2021-01-03 09:36:40
2020-12,9호선2~3단계,631,종합운동장,"85,535","83,550",2021-01-03 09:36:40
2020-12,9호선2~3단계,632,삼전,"141,955","138,758",2021-01-03 09:36:40
2020-12,9호선2~3단계,633,석촌고분,"122,923","123,984",2021-01-03 09:36:40
2020-12,9호선2~3단계,634,석촌,"162,039","143,093",2021-01-03 09:36:40
2020-12,9호선2~3단계,635,송파나루,"94,934","99,433",2021-01-03 09:36:40
2020-12,9호선2~3단계,636,한성백제,"49,693","45,005",2021-01-03 09:36:40
2020-12,9호선2~3단계,637,올림픽공원(한국체대),"108,271","108,289",2021-01-03 09:36:40
2020-12,9호선2~3단계,638,둔촌오륜,"23,336","20,586",2021-01-03 09:36:40
2020-12,9호선2~3단계,639,중앙보훈병원,"196,931","175,864",2021-01-03 09:36:40
2020-12,우이신설선,697,북한산우이,"60,026","56,145",2021-01-03 09:36:40
2020-12,우이신설선,698,솔밭공원,"52,704","52,113",2021-01-03 09:36:40
2020-12,우이신설선,699,4.19민주묘지,"62,349","59,591",2021-01-03 09:36:40
2020-12,우이신설선,700,가오리,"88,094","88,898",2021-01-03 09:36:40
2020-12,우이신설선,701,화계,"75,064","71,032",2021-01-03 09:36:40
2020-12,우이신설선,702,삼양,"45,422","50,231",2021-01-03 09:36:40
2020-12,우이신설선,703,삼양사거리,"53,926","55,512",2021-01-03 09:36:40
2020-12,우이신설선,704,솔샘,"121,250","115,049",2021-01-03 09:36:40
2020-12,우이신설선,705,북한산보국문,"126,781","124,337",2021-01-03 09:36:40
2020-12,우이신설선,706,정릉,"96,501","92,058",2021-01-03 09:36:40
2020-12,우이신설선,707,성신여대입구(돈암),"65,933","71,709",2021-01-03 09:36:40
2020-12,우이신설선,708,보문,"33,909","34,610",2021-01-03 09:36:40
2020-12,우이신설선,709,신설동,"50,154","47,806",2021-01-03 09:36:40
